exploratory	EP_PlotID	plant_genus	plant_species	inflorescences_qcm	survey	date
Alb	AEG42	Trifolium	Trifolium repens	15	3	8/5/2009 12:00:00 AM
Alb	AEG42	Trifolium	Trifolium repens	10	4	8/7/2009 12:00:00 AM
Alb	AEG47	Agrimonia	Agrimonia eupatoria	10	2	7/29/2009 12:00:00 AM
Alb	AEG47	Asperula	Asperula cyanchica	390	2	7/29/2009 12:00:00 AM
Alb	AEG47	Asperula	Asperula cyanchica	250	3	8/5/2009 12:00:00 AM
Alb	AEG47	Asperula	Asperula cyanchica	430	4	8/8/2009 12:00:00 AM
Alb	AEG47	Campanula	Campanula rotundifolia	20	1	7/25/2009 12:00:00 AM
Alb	AEG47	Campanula	Campanula rotundifolia	65	2	7/29/2009 12:00:00 AM
Alb	AEG47	Campanula	Campanula rotundifolia	100	3	8/5/2009 12:00:00 AM
Alb	AEG47	Campanula	Campanula rotundifolia	55	4	8/8/2009 12:00:00 AM
Alb	AEG47	Centaurea	Centaurea jacea	75	2	7/29/2009 12:00:00 AM
Alb	AEG47	Centaurea	Centaurea jacea	170	3	8/5/2009 12:00:00 AM
Alb	AEG47	Centaurea	Centaurea jacea	205	4	8/8/2009 12:00:00 AM
Alb	AEG47	Cirsium	Cirsium acaule	42	2	7/29/2009 12:00:00 AM
Alb	AEG47	Cirsium	Cirsium acaule	110	3	8/5/2009 12:00:00 AM
Alb	AEG47	Cirsium	Cirsium acaule	230	4	8/8/2009 12:00:00 AM
Alb	AEG47	Daucus	Daucus carota	119	1	7/25/2009 12:00:00 AM
Alb	AEG47	Daucus	Daucus carota	70	2	7/29/2009 12:00:00 AM
Alb	AEG47	Daucus	Daucus carota	135	3	8/5/2009 12:00:00 AM
Alb	AEG47	Daucus	Daucus carota	220	4	8/8/2009 12:00:00 AM
Alb	AEG47	Galium	Galium mollugo agg.	150	1	7/25/2009 12:00:00 AM
Alb	AEG47	Galium	Galium verum	5	1	7/25/2009 12:00:00 AM
Alb	AEG47	Galium	Galium verum	10	2	7/29/2009 12:00:00 AM
Alb	AEG47	Helianthemum	Helianthemum nummularium	25	4	8/8/2009 12:00:00 AM
Alb	AEG47	Hypericum	Hypericum perforatum	4	1	7/25/2009 12:00:00 AM
Alb	AEG47	Hypericum	Hypericum perforatum	15	2	7/29/2009 12:00:00 AM
Alb	AEG47	Knautia	Knautia arvensis	50	3	8/5/2009 12:00:00 AM
Alb	AEG47	Leontodon	Leontodon hispidus	121	1	7/25/2009 12:00:00 AM
Alb	AEG47	Leontodon	Leontodon hispidus	7	2	7/29/2009 12:00:00 AM
Alb	AEG47	Leontodon	Leontodon hispidus	10	4	8/8/2009 12:00:00 AM
Alb	AEG47	Lotus	Lotus corniculatus	245	1	7/25/2009 12:00:00 AM
Alb	AEG47	Lotus	Lotus corniculatus	390	2	7/29/2009 12:00:00 AM
Alb	AEG47	Lotus	Lotus corniculatus	255	3	8/5/2009 12:00:00 AM
Alb	AEG47	Lotus	Lotus corniculatus	330	4	8/8/2009 12:00:00 AM
Alb	AEG47	Ononis	Ononis spinosa	60	2	7/29/2009 12:00:00 AM
Alb	AEG47	Ononis	Ononis spinosa	60	3	8/5/2009 12:00:00 AM
Alb	AEG47	Ononis	Ononis spinosa	55	4	8/8/2009 12:00:00 AM
Alb	AEG47	Origanum	Origanum vulgare	40	1	7/25/2009 12:00:00 AM
Alb	AEG47	Origanum	Origanum vulgare	110	2	7/29/2009 12:00:00 AM
Alb	AEG47	Origanum	Origanum vulgare	80	3	8/5/2009 12:00:00 AM
Alb	AEG47	Origanum	Origanum vulgare	90	4	8/8/2009 12:00:00 AM
Alb	AEG47	Pimpinella	Pimpinella saxifraga	370	2	7/29/2009 12:00:00 AM
Alb	AEG47	Pimpinella	Pimpinella saxifraga	500	3	8/5/2009 12:00:00 AM
Alb	AEG47	Pimpinella	Pimpinella saxifraga	700	4	8/8/2009 12:00:00 AM
Alb	AEG47	Plantago	Plantago major	25	1	7/25/2009 12:00:00 AM
Alb	AEG47	Plantago	Plantago major	15	4	8/8/2009 12:00:00 AM
Alb	AEG47	Plantago	Plantago media	95	1	7/25/2009 12:00:00 AM
Alb	AEG47	Plantago	Plantago media	30	2	7/29/2009 12:00:00 AM
Alb	AEG47	Prunella	Prunella vulgaris	125	1	7/25/2009 12:00:00 AM
Alb	AEG47	Prunella	Prunella vulgaris	95	2	7/29/2009 12:00:00 AM
Alb	AEG47	Prunella	Prunella vulgaris	65	3	8/5/2009 12:00:00 AM
Alb	AEG47	Prunella	Prunella vulgaris	85	4	8/8/2009 12:00:00 AM
Alb	AEG47	Rhinanthus	Rhinanthus minor	120	1	7/25/2009 12:00:00 AM
Alb	AEG47	Rhinanthus	Rhinanthus minor	255	2	7/29/2009 12:00:00 AM
Alb	AEG47	Rhinanthus	Rhinanthus minor	400	3	8/5/2009 12:00:00 AM
Alb	AEG47	Rhinanthus	Rhinanthus minor	570	4	8/8/2009 12:00:00 AM
Alb	AEG47	Scabiosa	Scabiosa columbaria	90	1	7/25/2009 12:00:00 AM
Alb	AEG47	Scabiosa	Scabiosa columbaria	90	2	7/29/2009 12:00:00 AM
Alb	AEG47	Scabiosa	Scabiosa columbaria	60	4	8/8/2009 12:00:00 AM
Alb	AEG47	Thymus	Thymus pulegioides	285	1	7/25/2009 12:00:00 AM
Alb	AEG47	Thymus	Thymus pulegioides	230	2	7/29/2009 12:00:00 AM
Alb	AEG47	Thymus	Thymus pulegioides	180	3	8/5/2009 12:00:00 AM
Alb	AEG47	Thymus	Thymus pulegioides	50	4	8/8/2009 12:00:00 AM
Alb	AEG47	Trifolium	Trifolium pratense	190	1	7/25/2009 12:00:00 AM
Alb	AEG47	Trifolium	Trifolium pratense	100	2	7/29/2009 12:00:00 AM
Alb	AEG47	Trifolium	Trifolium pratense	140	3	8/5/2009 12:00:00 AM
Alb	AEG47	Trifolium	Trifolium pratense	110	4	8/8/2009 12:00:00 AM
Alb	AEG47	Trifolium	Trifolium repens	5	1	7/25/2009 12:00:00 AM
Alb	AEG49	Achillea	Achillea millefolium agg.	35	1	7/27/2009 12:00:00 AM
Alb	AEG49	Achillea	Achillea millefolium agg.	40	2	7/31/2009 12:00:00 AM
Alb	AEG49	Achillea	Achillea millefolium agg.	60	3	8/6/2009 12:00:00 AM
Alb	AEG49	Achillea	Achillea millefolium agg.	70	4	8/14/2009 12:00:00 AM
Alb	AEG49	Agrimonia	Agrimonia eupatoria	255	1	7/27/2009 12:00:00 AM
Alb	AEG49	Agrimonia	Agrimonia eupatoria	275	2	7/31/2009 12:00:00 AM
Alb	AEG49	Agrimonia	Agrimonia eupatoria	150	3	8/6/2009 12:00:00 AM
Alb	AEG49	Agrimonia	Agrimonia eupatoria	235	4	8/14/2009 12:00:00 AM
Alb	AEG49	Asperula	Asperula cyanchica	10	2	7/31/2009 12:00:00 AM
Alb	AEG49	Campanula	Campanula rotundifolia	20	2	7/31/2009 12:00:00 AM
Alb	AEG49	Campanula	Campanula rotundifolia	10	3	8/6/2009 12:00:00 AM
Alb	AEG49	Carduus	Carduus nutans	10	2	7/31/2009 12:00:00 AM
Alb	AEG49	Carduus	Carduus nutans	25	4	8/14/2009 12:00:00 AM
Alb	AEG49	Cichorium	Cichorium intybus	40	2	7/31/2009 12:00:00 AM
Alb	AEG49	Cichorium	Cichorium intybus	30	3	8/6/2009 12:00:00 AM
Alb	AEG49	Cichorium	Cichorium intybus	25	4	8/14/2009 12:00:00 AM
Alb	AEG49	Cirsium	Cirsium arvense	25	3	8/6/2009 12:00:00 AM
Alb	AEG49	Cirsium	Cirsium arvense	20	4	8/14/2009 12:00:00 AM
Alb	AEG49	Crepis	Crepis biennis	215	2	7/31/2009 12:00:00 AM
Alb	AEG49	Crepis	Crepis biennis	110	3	8/6/2009 12:00:00 AM
Alb	AEG49	Crepis	Crepis biennis	30	4	8/14/2009 12:00:00 AM
Alb	AEG49	Daucus	Daucus carota	320	1	7/27/2009 12:00:00 AM
Alb	AEG49	Daucus	Daucus carota	550	2	7/31/2009 12:00:00 AM
Alb	AEG49	Daucus	Daucus carota	680	3	8/6/2009 12:00:00 AM
Alb	AEG49	Daucus	Daucus carota	560	4	8/14/2009 12:00:00 AM
Alb	AEG49	Euphorbia	Euphorbia cyparissias	50	2	7/31/2009 12:00:00 AM
Alb	AEG49	Euphorbia	Euphorbia cyparissias	40	3	8/6/2009 12:00:00 AM
Alb	AEG49	Euphorbia	Euphorbia cyparissias	75	4	8/14/2009 12:00:00 AM
Alb	AEG49	Galium	Galium mollugo agg.	20	1	7/27/2009 12:00:00 AM
Alb	AEG49	Galium	Galium mollugo agg.	20	3	8/6/2009 12:00:00 AM
Alb	AEG49	Galium	Galium mollugo agg.	20	4	8/14/2009 12:00:00 AM
Alb	AEG49	Galium	Galium verum	100	1	7/27/2009 12:00:00 AM
Alb	AEG49	Galium	Galium verum	90	2	7/31/2009 12:00:00 AM
Alb	AEG49	Galium	Galium verum	70	3	8/6/2009 12:00:00 AM
Alb	AEG49	Galium	Galium verum	20	4	8/14/2009 12:00:00 AM
Alb	AEG49	Hieracium	Hieracium pilosella	65	4	8/14/2009 12:00:00 AM
Alb	AEG49	Hypericum	Hypericum perforatum	50	1	7/27/2009 12:00:00 AM
Alb	AEG49	Hypericum	Hypericum perforatum	120	2	7/31/2009 12:00:00 AM
Alb	AEG49	Hypericum	Hypericum perforatum	140	3	8/6/2009 12:00:00 AM
Alb	AEG49	Hypericum	Hypericum perforatum	130	4	8/14/2009 12:00:00 AM
Alb	AEG49	Knautia	Knautia arvensis	10	4	8/14/2009 12:00:00 AM
Alb	AEG49	Leontodon	Leontodon hispidus	25	4	8/14/2009 12:00:00 AM
Alb	AEG49	Lotus	Lotus corniculatus	925	1	7/27/2009 12:00:00 AM
Alb	AEG49	Lotus	Lotus corniculatus	750	2	7/31/2009 12:00:00 AM
Alb	AEG49	Lotus	Lotus corniculatus	570	3	8/6/2009 12:00:00 AM
Alb	AEG49	Lotus	Lotus corniculatus	350	4	8/14/2009 12:00:00 AM
Alb	AEG49	Ononis	Ononis spinosa	60	1	7/27/2009 12:00:00 AM
Alb	AEG49	Ononis	Ononis spinosa	70	2	7/31/2009 12:00:00 AM
Alb	AEG49	Ononis	Ononis spinosa	60	3	8/6/2009 12:00:00 AM
Alb	AEG49	Ononis	Ononis spinosa	100	4	8/14/2009 12:00:00 AM
Alb	AEG49	Origanum	Origanum vulgare	480	1	7/27/2009 12:00:00 AM
Alb	AEG49	Origanum	Origanum vulgare	570	2	7/31/2009 12:00:00 AM
Alb	AEG49	Origanum	Origanum vulgare	600	3	8/6/2009 12:00:00 AM
Alb	AEG49	Origanum	Origanum vulgare	660	4	8/14/2009 12:00:00 AM
Alb	AEG49	Pimpinella	Pimpinella saxifraga	115	1	7/27/2009 12:00:00 AM
Alb	AEG49	Pimpinella	Pimpinella saxifraga	185	2	7/31/2009 12:00:00 AM
Alb	AEG49	Pimpinella	Pimpinella saxifraga	380	3	8/6/2009 12:00:00 AM
Alb	AEG49	Pimpinella	Pimpinella saxifraga	430	4	8/14/2009 12:00:00 AM
Alb	AEG49	Plantago	Plantago major	10	2	7/31/2009 12:00:00 AM
Alb	AEG49	Plantago	Plantago media	40	1	7/27/2009 12:00:00 AM
Alb	AEG49	Plantago	Plantago media	35	2	7/31/2009 12:00:00 AM
Alb	AEG49	Plantago	Plantago media	10	3	8/6/2009 12:00:00 AM
Alb	AEG49	Prunella	Prunella vulgaris	5	2	7/31/2009 12:00:00 AM
Alb	AEG49	Prunella	Prunella vulgaris	10	3	8/6/2009 12:00:00 AM
Alb	AEG49	Prunella	Prunella vulgaris	20	4	8/14/2009 12:00:00 AM
Alb	AEG49	Ranunculus	Ranunculus acris	55	3	8/6/2009 12:00:00 AM
Alb	AEG49	Ranunculus	Ranunculus acris	105	4	8/14/2009 12:00:00 AM
Alb	AEG49	Ranunculus	Ranunculus nemorosus	20	1	7/27/2009 12:00:00 AM
Alb	AEG49	Ranunculus	Ranunculus nemorosus	40	2	7/31/2009 12:00:00 AM
Alb	AEG49	Rhinanthus	Rhinanthus minor	10	2	7/31/2009 12:00:00 AM
Alb	AEG49	Rhinanthus	Rhinanthus minor	20	3	8/6/2009 12:00:00 AM
Alb	AEG49	Scabiosa	Scabiosa columbaria	10	2	7/31/2009 12:00:00 AM
Alb	AEG49	Scabiosa	Scabiosa columbaria	10	3	8/6/2009 12:00:00 AM
Alb	AEG49	Senecio	Senecio erucifolius	30	3	8/6/2009 12:00:00 AM
Alb	AEG49	Stachys	Stachys germanica	20	3	8/6/2009 12:00:00 AM
Alb	AEG49	Stachys	Stachys germanica	30	4	8/14/2009 12:00:00 AM
Alb	AEG49	Stachys	Stachys recta	20	1	7/27/2009 12:00:00 AM
Alb	AEG49	Thymus	Thymus pulegioides	990	1	7/27/2009 12:00:00 AM
Alb	AEG49	Thymus	Thymus pulegioides	750	2	7/31/2009 12:00:00 AM
Alb	AEG49	Thymus	Thymus pulegioides	770	3	8/6/2009 12:00:00 AM
Alb	AEG49	Thymus	Thymus pulegioides	180	4	8/14/2009 12:00:00 AM
Alb	AEG49	Trifolium	Trifolium campestre	30	3	8/6/2009 12:00:00 AM
Alb	AEG49	Trifolium	Trifolium pratense	570	1	7/27/2009 12:00:00 AM
Alb	AEG49	Trifolium	Trifolium pratense	490	2	7/31/2009 12:00:00 AM
Alb	AEG49	Trifolium	Trifolium pratense	385	3	8/6/2009 12:00:00 AM
Alb	AEG49	Trifolium	Trifolium pratense	360	4	8/14/2009 12:00:00 AM
Alb	AEG49	Trifolium	Trifolium repens	620	1	7/27/2009 12:00:00 AM
Alb	AEG49	Trifolium	Trifolium repens	410	2	7/31/2009 12:00:00 AM
Alb	AEG49	Trifolium	Trifolium repens	200	3	8/6/2009 12:00:00 AM
Alb	AEG49	Trifolium	Trifolium repens	10	4	8/14/2009 12:00:00 AM
Alb	AEG49	Vicia	Vicia sativa	25	1	7/27/2009 12:00:00 AM
Alb	AEG49	Vicia	Vicia sativa	20	2	7/31/2009 12:00:00 AM
Alb	AEG49	Vicia	Vicia sativa	20	3	8/6/2009 12:00:00 AM
Alb	AEG49	Vicia	Vicia sativa	20	4	8/14/2009 12:00:00 AM
Alb	AEG50	Achillea	Achillea millefolium agg.	53	1	7/25/2009 12:00:00 AM
Alb	AEG50	Achillea	Achillea millefolium agg.	110	2	7/29/2009 12:00:00 AM
Alb	AEG50	Galium	Galium mollugo agg.	205	1	7/25/2009 12:00:00 AM
Alb	AEG50	Galium	Galium mollugo agg.	660	2	7/29/2009 12:00:00 AM
Alb	AEG50	Galium	Galium mollugo agg.	350	3	8/7/2009 12:00:00 AM
Alb	AEG50	Galium	Galium mollugo agg.	220	4	8/9/2009 12:00:00 AM
Alb	AEG50	Geranium	Geranium pyrenaicum	15	2	7/29/2009 12:00:00 AM
Alb	AEG50	Heracleum	Heracleum sphondylium	2	1	7/25/2009 12:00:00 AM
Alb	AEG50	Heracleum	Heracleum sphondylium	10	2	7/29/2009 12:00:00 AM
Alb	AEG50	Lathyrus	Lathyrus pratensis	30	1	7/25/2009 12:00:00 AM
Alb	AEG50	Lathyrus	Lathyrus pratensis	70	2	7/29/2009 12:00:00 AM
Alb	AEG50	Alchemilla		20	4	8/9/2009 12:00:00 AM
Alb	AEG50	Pimpinella	Pimpinella saxifraga	32	1	7/25/2009 12:00:00 AM
Alb	AEG50	Plantago	Plantago media	15	2	7/29/2009 12:00:00 AM
Alb	AEG50	Plantago	Plantago media	5	3	8/7/2009 12:00:00 AM
Alb	AEG50	Ranunculus	Ranunculus acris	45	1	7/25/2009 12:00:00 AM
Alb	AEG50	Ranunculus	Ranunculus acris	5	3	8/7/2009 12:00:00 AM
Alb	AEG50	Ranunculus	Ranunculus acris	10	4	8/9/2009 12:00:00 AM
Alb	AEG50	Ranunculus	Ranunculus nemorosus	50	2	7/29/2009 12:00:00 AM
Alb	AEG50	Silene	Silene dioica	2	1	7/25/2009 12:00:00 AM
Alb	AEG50	Trapogon	Trapogon pratensis	10	1	7/25/2009 12:00:00 AM
Alb	AEG50	Trifolium	Trifolium dubium	20	1	7/25/2009 12:00:00 AM
Alb	AEG50	Trifolium	Trifolium pratense	630	1	7/25/2009 12:00:00 AM
Alb	AEG50	Trifolium	Trifolium pratense	710	2	7/29/2009 12:00:00 AM
Alb	AEG50	Trifolium	Trifolium pratense	360	3	8/7/2009 12:00:00 AM
Alb	AEG50	Trifolium	Trifolium pratense	280	4	8/9/2009 12:00:00 AM
Alb	AEG50	Trifolium	Trifolium repens	560	1	7/25/2009 12:00:00 AM
Alb	AEG50	Trifolium	Trifolium repens	470	2	7/29/2009 12:00:00 AM
Alb	AEG50	Trifolium	Trifolium repens	30	3	8/7/2009 12:00:00 AM
Alb	AEG50	Trifolium	Trifolium repens	100	4	8/9/2009 12:00:00 AM
Alb	AEG50	Vicia	Vicia sativa	170	1	7/25/2009 12:00:00 AM
Alb	AEG50	Vicia	Vicia sativa	350	2	7/29/2009 12:00:00 AM
Alb	AEG50	Vicia	Vicia sativa	40	3	8/7/2009 12:00:00 AM
Alb	AEG50	Vicia	Vicia sativa	70	4	8/9/2009 12:00:00 AM
Alb	AEG7	Anthyllis	Anthyllis vulneraria	290	1	7/26/2009 12:00:00 AM
Alb	AEG7	Anthyllis	Anthyllis vulneraria	165	2	7/30/2009 12:00:00 AM
Alb	AEG7	Anthyllis	Anthyllis vulneraria	10	3	8/5/2009 12:00:00 AM
Alb	AEG7	Asperula	Asperula cyanchica	510	1	7/26/2009 12:00:00 AM
Alb	AEG7	Asperula	Asperula cyanchica	530	2	7/30/2009 12:00:00 AM
Alb	AEG7	Asperula	Asperula cyanchica	330	3	8/5/2009 12:00:00 AM
Alb	AEG7	Asperula	Asperula cyanchica	380	4	8/7/2009 12:00:00 AM
Alb	AEG7	Campanula	Campanula rotundifolia	60	1	7/26/2009 12:00:00 AM
Alb	AEG7	Campanula	Campanula rotundifolia	180	2	7/30/2009 12:00:00 AM
Alb	AEG7	Campanula	Campanula rotundifolia	230	3	8/5/2009 12:00:00 AM
Alb	AEG7	Campanula	Campanula rotundifolia	210	4	8/7/2009 12:00:00 AM
Alb	AEG7	Centaurea	Centaurea jacea	15	1	7/26/2009 12:00:00 AM
Alb	AEG7	Centaurea	Centaurea jacea	30	2	7/30/2009 12:00:00 AM
Alb	AEG7	Centaurea	Centaurea jacea	105	3	8/5/2009 12:00:00 AM
Alb	AEG7	Centaurea	Centaurea jacea	20	4	8/7/2009 12:00:00 AM
Alb	AEG7	Cirsium	Cirsium acaule	30	3	8/5/2009 12:00:00 AM
Alb	AEG7	Euphrasia	Euphrasia officinalis ssp. Rostkoviana	120	1	7/26/2009 12:00:00 AM
Alb	AEG7	Euphrasia	Euphrasia officinalis ssp. Rostkoviana	135	2	7/30/2009 12:00:00 AM
Alb	AEG7	Euphrasia	Euphrasia officinalis ssp. Rostkoviana	275	3	8/5/2009 12:00:00 AM
Alb	AEG7	Euphrasia	Euphrasia officinalis ssp. Rostkoviana	495	4	8/7/2009 12:00:00 AM
Alb	AEG7	Galium	Galium verum	20	2	7/30/2009 12:00:00 AM
Alb	AEG7	Helianthemum	Helianthemum nummularium	75	1	7/26/2009 12:00:00 AM
Alb	AEG7	Helianthemum	Helianthemum nummularium	145	2	7/30/2009 12:00:00 AM
Alb	AEG7	Helianthemum	Helianthemum nummularium	90	3	8/5/2009 12:00:00 AM
Alb	AEG7	Helianthemum	Helianthemum nummularium	110	4	8/7/2009 12:00:00 AM
Alb	AEG7	Hieracium	Hieracium pilosella	35	2	7/30/2009 12:00:00 AM
Alb	AEG7	Hieracium	Hieracium pilosella	25	3	8/5/2009 12:00:00 AM
Alb	AEG7	Hypericum	Hypericum perforatum	10	1	7/26/2009 12:00:00 AM
Alb	AEG7	Hypericum	Hypericum perforatum	10	2	7/30/2009 12:00:00 AM
Alb	AEG7	Leontodon	Leontodon hispidus	15	1	7/26/2009 12:00:00 AM
Alb	AEG7	Leontodon	Leontodon hispidus	50	2	7/30/2009 12:00:00 AM
Alb	AEG7	Leontodon	Leontodon hispidus	20	3	8/5/2009 12:00:00 AM
Alb	AEG7	Lotus	Lotus corniculatus	300	1	7/26/2009 12:00:00 AM
Alb	AEG7	Lotus	Lotus corniculatus	300	2	7/30/2009 12:00:00 AM
Alb	AEG7	Lotus	Lotus corniculatus	130	3	8/5/2009 12:00:00 AM
Alb	AEG7	Lotus	Lotus corniculatus	160	4	8/7/2009 12:00:00 AM
Alb	AEG7	Medicago	Medicago lupulina	50	2	7/30/2009 12:00:00 AM
Alb	AEG7	Ononis	Ononis spinosa	200	1	7/26/2009 12:00:00 AM
Alb	AEG7	Ononis	Ononis spinosa	190	2	7/30/2009 12:00:00 AM
Alb	AEG7	Ononis	Ononis spinosa	210	3	8/5/2009 12:00:00 AM
Alb	AEG7	Ononis	Ononis spinosa	220	4	8/7/2009 12:00:00 AM
Alb	AEG7	Pimpinella	Pimpinella saxifraga	15	1	7/26/2009 12:00:00 AM
Alb	AEG7	Pimpinella	Pimpinella saxifraga	130	2	7/30/2009 12:00:00 AM
Alb	AEG7	Pimpinella	Pimpinella saxifraga	435	3	8/5/2009 12:00:00 AM
Alb	AEG7	Pimpinella	Pimpinella saxifraga	390	4	8/7/2009 12:00:00 AM
Alb	AEG7	Plantago	Plantago major	10	4	8/7/2009 12:00:00 AM
Alb	AEG7	Plantago	Plantago media	65	1	7/26/2009 12:00:00 AM
Alb	AEG7	Plantago	Plantago media	90	2	7/30/2009 12:00:00 AM
Alb	AEG7	Plantago	Plantago media	15	3	8/5/2009 12:00:00 AM
Alb	AEG7	Prunella	Prunella grandiflora	750	1	7/26/2009 12:00:00 AM
Alb	AEG7	Prunella	Prunella grandiflora	540	2	7/30/2009 12:00:00 AM
Alb	AEG7	Prunella	Prunella grandiflora	470	3	8/5/2009 12:00:00 AM
Alb	AEG7	Prunella	Prunella grandiflora	465	4	8/7/2009 12:00:00 AM
Alb	AEG7	Rhinanthus	Rhinanthus minor	20	2	7/30/2009 12:00:00 AM
Alb	AEG7	Rhinanthus	Rhinanthus minor	15	4	8/7/2009 12:00:00 AM
Alb	AEG7	Scabiosa	Scabiosa columbaria	130	1	7/26/2009 12:00:00 AM
Alb	AEG7	Scabiosa	Scabiosa columbaria	130	2	7/30/2009 12:00:00 AM
Alb	AEG7	Scabiosa	Scabiosa columbaria	105	3	8/5/2009 12:00:00 AM
Alb	AEG7	Scabiosa	Scabiosa columbaria	95	4	8/7/2009 12:00:00 AM
Alb	AEG7	Teucrium	Teucrium montanum	50	1	7/26/2009 12:00:00 AM
Alb	AEG7	Teucrium	Teucrium montanum	15	4	8/7/2009 12:00:00 AM
Alb	AEG7	Thymus	Thymus pulegioides	720	1	7/26/2009 12:00:00 AM
Alb	AEG7	Thymus	Thymus pulegioides	720	2	7/30/2009 12:00:00 AM
Alb	AEG7	Thymus	Thymus pulegioides	440	3	8/5/2009 12:00:00 AM
Alb	AEG7	Thymus	Thymus pulegioides	325	4	8/7/2009 12:00:00 AM
Alb	AEG7	Trifolium	Trifolium campestre	20	4	8/7/2009 12:00:00 AM
Alb	AEG7	Trifolium	Trifolium dubium	5	1	7/26/2009 12:00:00 AM
Alb	AEG7	Trifolium	Trifolium dubium	30	2	7/30/2009 12:00:00 AM
Alb	AEG7	Trifolium	Trifolium dubium	10	3	8/5/2009 12:00:00 AM
Alb	AEG7	Trifolium	Trifolium dubium	25	4	8/7/2009 12:00:00 AM
Alb	AEG7	Trifolium	Trifolium pratense	120	1	7/26/2009 12:00:00 AM
Alb	AEG7	Trifolium	Trifolium pratense	120	2	7/30/2009 12:00:00 AM
Alb	AEG7	Trifolium	Trifolium pratense	80	3	8/5/2009 12:00:00 AM
Alb	AEG7	Trifolium	Trifolium pratense	30	4	8/7/2009 12:00:00 AM
Alb	AEG7	Trifolium	Trifolium repens	5	3	8/5/2009 12:00:00 AM
Alb	AEG9	Achillea	Achillea millefolium agg.	20	2	7/29/2009 12:00:00 AM
Alb	AEG9	Achillea	Achillea millefolium agg.	50	3	8/6/2009 12:00:00 AM
Alb	AEG9	Agrimonia	Agrimonia eupatoria	57	1	7/24/2009 12:00:00 AM
Alb	AEG9	Agrimonia	Agrimonia eupatoria	80	2	7/29/2009 12:00:00 AM
Alb	AEG9	Agrimonia	Agrimonia eupatoria	25	3	8/6/2009 12:00:00 AM
Alb	AEG9	Agrimonia	Agrimonia eupatoria	25	4	8/12/2009 12:00:00 AM
Alb	AEG9	Asperula	Asperula cyanchica	540	1	7/24/2009 12:00:00 AM
Alb	AEG9	Asperula	Asperula cyanchica	280	2	7/29/2009 12:00:00 AM
Alb	AEG9	Asperula	Asperula cyanchica	270	3	8/6/2009 12:00:00 AM
Alb	AEG9	Asperula	Asperula cyanchica	170	4	8/12/2009 12:00:00 AM
Alb	AEG9	Campanula	Campanula rotundifolia	32	1	7/24/2009 12:00:00 AM
Alb	AEG9	Campanula	Campanula rotundifolia	145	2	7/29/2009 12:00:00 AM
Alb	AEG9	Campanula	Campanula rotundifolia	330	3	8/6/2009 12:00:00 AM
Alb	AEG9	Campanula	Campanula rotundifolia	270	4	8/12/2009 12:00:00 AM
Alb	AEG9	Carlina	Carlina acaulis	5	3	8/6/2009 12:00:00 AM
Alb	AEG9	Cirsium	Cirsium acaule	5	3	8/6/2009 12:00:00 AM
Alb	AEG9	Cirsium	Cirsium acaule	70	4	8/12/2009 12:00:00 AM
Alb	AEG9	Daucus	Daucus carota	585	1	7/24/2009 12:00:00 AM
Alb	AEG9	Daucus	Daucus carota	505	2	7/29/2009 12:00:00 AM
Alb	AEG9	Daucus	Daucus carota	480	3	8/6/2009 12:00:00 AM
Alb	AEG9	Daucus	Daucus carota	505	4	8/12/2009 12:00:00 AM
Alb	AEG9	Euphrasia	Euphrasia officinalis ssp. Rostkoviana	155	1	7/24/2009 12:00:00 AM
Alb	AEG9	Euphrasia	Euphrasia officinalis ssp. Rostkoviana	400	2	7/29/2009 12:00:00 AM
Alb	AEG9	Euphrasia	Euphrasia officinalis ssp. Rostkoviana	640	3	8/6/2009 12:00:00 AM
Alb	AEG9	Euphrasia	Euphrasia officinalis ssp. Rostkoviana	770	4	8/12/2009 12:00:00 AM
Alb	AEG9	Galium	Galium verum	42	1	7/24/2009 12:00:00 AM
Alb	AEG9	Galium	Galium verum	50	2	7/29/2009 12:00:00 AM
Alb	AEG9	Galium	Galium verum	25	3	8/6/2009 12:00:00 AM
Alb	AEG9	Galium	Galium verum	10	4	8/12/2009 12:00:00 AM
Alb	AEG9	Helianthemum	Helianthemum nummularium	18	1	7/24/2009 12:00:00 AM
Alb	AEG9	Helianthemum	Helianthemum nummularium	20	2	7/29/2009 12:00:00 AM
Alb	AEG9	Helianthemum	Helianthemum nummularium	20	4	8/12/2009 12:00:00 AM
Alb	AEG9	Hypericum	Hypericum perforatum	20	1	7/24/2009 12:00:00 AM
Alb	AEG9	Hypericum	Hypericum perforatum	140	2	7/29/2009 12:00:00 AM
Alb	AEG9	Hypericum	Hypericum perforatum	160	3	8/6/2009 12:00:00 AM
Alb	AEG9	Hypericum	Hypericum perforatum	150	4	8/12/2009 12:00:00 AM
Alb	AEG9	Leontodon	Leontodon hispidus	2	1	7/24/2009 12:00:00 AM
Alb	AEG9	Leontodon	Leontodon hispidus	10	2	7/29/2009 12:00:00 AM
Alb	AEG9	Leucanthemum	Leucanthemum vulgare	15	2	7/29/2009 12:00:00 AM
Alb	AEG9	Leucanthemum	Leucanthemum vulgare	5	3	8/6/2009 12:00:00 AM
Alb	AEG9	Leucanthemum	Leucanthemum vulgare	5	4	8/12/2009 12:00:00 AM
Alb	AEG9	Lotus	Lotus corniculatus	605	1	7/24/2009 12:00:00 AM
